SAMPLE IDENTIFICATION,,,,,LOCATION,,,,,,,PETROGRAPHIC DESCRIPTION,,ARTEFACT IDENTIFICATION,,,,,ARCHAEOLOGICAL COLLECTION,,,,,SITE IDENTIFICATION,,,,,,,INDIVIDUAL SAMPLE CONDITION AND PREPARATION,,,,,METHOD CODE,PARAMETER,SiO2,TiO2,Al2O3,Fe2O3,FeO,FeOT,CaO,MgO,MnO,K2O,Na2O,P2O5,Li,Be,B,C,CO2,F,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143_Nd144,Nd143_Nd144 SD value,Nd143_Nd144 SD sigma,Sr87_Sr86,Sr87_Sr86 SD value,Sr87_Sr86 SD sigma,Pb206_Pb204,Pb206_Pb204 SD value,Pb206_Pb204 SD sigma,Pb207_Pb204,Pb207_Pb204 SD value,Pb207_Pb204 SD sigma,Pb208_Pb204,Pb208_Pb204 SD value,Pb208_Pb204 SD sigma,Pb207_Pb206,Pb207_Pb206 SD value,Pb207_Pb206 SD sigma,Pb208_Pb206,Pb208_Pb206 SD value,Pb208_Pb206 SD sigma,Age,Age SD sigma
Citation code 1 [Data],Sample name,Pofatu ID,Sample category,Sample comment,Location 1,Location 2,Location 3,Location comment,Latitude,Longitude,Elevation,Petrography,Comments,Citation code 2 [Artefact],Artefact name,Artefact category,Artefact description,Artefact comments,Collector,Fieldwork,Fieldwork date,Collection storage location,Collection comment,Citation 3 [Site],Site name,Site code,Site context,Site comments,Stratigraphic position,Stratigraphy comments,Analyzed material 1,Analyzed material 2,Sample preparation,Chemical treatment,Number of replicates,"[citation code][ _ ][A], [B], etc.",UNIT,%,%,%,%,%,%,%,%,%,%,%,%,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,,,,,,,,,,,,,,,,,,,,,,Ma,
must match TAB 1 COL I,,RESERVED TO ADMIN,see drop-down list,,Archipelago,Island name,Locality,,,,,,,must match TAB 1 COL L,,see drop-down list,see drop-down list,,,Survey OR Excavation,,,,must match TAB 1 COL O,,,see drop-down list,,"Level, Square, etc.",,see drop-down list,see drop-down list,"e.g. crushed in agate mill, sieved at 500 microns",e.g. whole rock samples were dissolved in 0.1M HF + 5.0M HNO3,,must match TAB 5 COL A,Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,,1σ or 2σ,,2σ
Clark-2014-PNAS,678.0,Clark-2014-PNAS_678(b),ARTEFACT,,TONGA,TONGATAPU,LAPAHA,J20,-21.179897,-175.112419,<10,,See table S2 in Clark-2014-PNAS,Clark-2014-PNAS,GC6WR-CLARK,FLAKE,NA,,G CLARK,SURVEY,,,,Clark-2014-PNAS,LAPAHA,,,,SURFACE,,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,2.62853950095024,,,,,,,,,,,,56918.6100012699,17.0821316843865,28474.3714789791,260.245816865898,16.8070459462485,1288.07183380427,,,14.9496443294939,9.10302788624455,171.160287073428,29.2481696228746,4.85275899720382,1.54497014662086,,,34.9222321278493,727.036703177622,42.3207539253848,373.239202734302,46.9796283968899,2.91802278990676,,,,0.341219949361138,0.224077200593842,0.119804910428509,2.71449050749836,3.22368231460969,,,0.20264982772187,302.04599689756,38.1204849168375,85.9362577458705,11.3785625281148,53.076524673529,12.3872800140075,4.13946650670477,12.3263905851089,1.85243764845449,9.49471537566542,1.67909473202248,4.09387327899063,0.54118508480094,3.34553743845565,0.402064893660954,10.2471247644824,1.20343218769609,,,,,,,,,4.10758200571813,0.0942980244974878,3.18624782115239,0.981607603358378,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,680.0,Clark-2014-PNAS_680(b),ARTEFACT,,TONGA,TONGATAPU,LAPAHA,J21,-21.179897,-175.112419,<10,,See table S2 in Clark-2014-PNAS,Clark-2014-PNAS,GC11WR-CLARK,ADZE FLAKE,NA,,G CLARK,EXCAVATION,,,,Clark-2014-PNAS,LAPAHA,,,,"TP1, MIDLAYER",,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,2.26845174596842,,,,,,,,,,,,63885.2385813531,22.3698861875729,37689.9657852886,316.004859251437,160.088141520067,1128.43255291344,,,102.37490821443,67.6412045014052,124.625159576825,24.8929938299057,4.63437803344298,1.24558488994192,,,21.493066804206,604.107510755311,35.0273151449564,313.442880727462,37.7170129377999,2.56141943762397,,,,0.304360738099091,nd,0.129556566231749,2.91031468838953,2.93624618304433,,,0.062041023264865,201.985432027885,28.5188578492259,66.2403954606023,9.02871326626914,42.1035028348792,10.1782680496697,3.55792255890786,10.0404402263617,1.36752857418357,8.21259350980514,1.47120892864605,3.26235358035915,0.474946579349517,2.61147394256904,0.363327233312744,9.08939192037191,0.989372534127574,,,,,,,,,2.5400450262536,0.047994990903394,2.3974194357632,0.806878508544494,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,681.0,Clark-2014-PNAS_681(b),ARTEFACT,,TONGA,TONGATAPU,LAPAHA,J03,-21.179897,-175.112419,<10,,,Clark-2014-PNAS,GC19WR-CLARK,FLAKE,NA,,G CLARK,EXCAVATION,,,,Clark-2014-PNAS,LAPAHA,,,,"TP2, 159CM",,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,2.60210880764613,,,,,,,,,,,,55294.9955371016,17.6640576206639,33557.6351802611,270.164270979333,15.5796632247341,1161.56024390475,,,27.6961517337224,19.5920241556762,146.948170601098,26.562365544096,4.30131833901315,0.791376579701627,,,32.5186236395032,741.964752450477,38.7102831041152,361.327552664101,45.0192376374717,2.61261018976804,,,,0.273324191985002,0.276464937102778,0.210161054466185,3.92853978407162,3.03377310545069,,,0.176186086829544,258.792102016214,33.0582447959905,77.4287277724382,10.3426220385779,48.0735049553032,11.7513087240854,3.91265653993386,11.4144578014574,1.60115319806886,8.55816830543642,1.51922583681057,3.96023769776145,0.44040352701031,2.77395493950995,0.346354642654606,9.5614734693426,1.18813201602277,,,,,,,,,2.68012378011462,0.225240915750436,2.82535756970434,0.946602632947443,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,683.0,Clark-2014-PNAS_683(b),ARTEFACT,,TONGA,TONGATAPU,LAPAHA,J22,-21.179897,-175.112419,<10,,,Clark-2014-PNAS,GC174WR-CLARK,ADZE FLAKE,NA,,G CLARK,SURVEY,,,,Clark-2014-PNAS,LAPAHA,,,,SURFACE,,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,2.62470589841832,,,,,,,,,,,,55884.0124470575,17.0690835051238,29493.8605758235,257.571476434679,7.88312203034396,1262.96157845529,,,5.43120623376694,10.2331236352006,155.501725564615,28.2145695868692,3.91519103260606,0.977734677796599,,,36.4549887213944,700.320454122033,43.4097865486512,372.715311648735,47.1405840365905,2.7836146969901,,,,0.087239182844313,0.173791896077179,0.148824885964313,2.87957508965571,2.96386822770833,,,0.18126093657401,281.926485117657,39.3866554622324,89.4082929332165,12.1222064381382,55.2943363808533,12.7942369443987,4.07054817206248,12.5165949639949,1.7281934012174,9.87668749771122,1.71275829413336,4.36537712462263,0.523056547588624,3.32725753698117,0.418250986287445,10.0880228082739,1.19304059760984,,,,,,,,,3.03358875380437,0.0532370733092079,3.23701517725533,1.01670477482908,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,685.0,Clark-2014-PNAS_685(b),ARTEFACT,,TONGA,TONGATAPU,TALASIU,AREA 1,-21.174099,-175.114695,<10,,,Clark-2014-PNAS,GC188WR-CLARK,ADZE FLAKE,NA,,G CLARK,EXCAVATION,,,,Clark-2014-PNAS,TALASIU,,,,BURIAL ZONE,,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,0.610472278729488,,,,,,,,,,,,75729.0815261209,42.017522321428,7974.50015046406,390.148113034592,29.4999024905098,1728.90478370526,,,18.9029407507133,4.69144159252217,51.7335578372394,14.8081896836516,3.62006166410667,0.43024760976291,,,1.50316561811027,264.181858960095,18.1605210381536,42.7615185033085,1.03017387450254,0.765318987913057,,,,0.168484006466409,nd,0.0824486042911888,0.502948691337778,2.76800038900112,,,nd,28.1097219527405,3.43193900374496,8.73914229938358,1.31331489760633,7.0477608909528,2.44401172444889,0.765935717530694,3.01437218208918,0.496716193335095,3.4132570021327,0.726986899722873,2.17012634777182,0.342268368376071,2.03791412178069,0.289619549703616,2.36858491529462,0.0245101211302554,,,,,,,,,0.650095892075177,nd,0.210556876057628,0.137092259269184,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,688.0,Clark-2014-PNAS_688(b),ARTEFACT,,TONGA,TONGATAPU,LAPAHA,LAKAFUE,-21.179897,-175.112419,<10,,See table S2 in Clark-2014-PNAS,Clark-2014-PNAS,T102-CLARK,ADZE FLAKE,NA,,G CLARK,SURVEY,,,,Clark-2014-PNAS,LAPAHA,,,,SURFACE,,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,76673.8107363944,15.7886882319693,10973.4058578571,103.303721140206,bdl,738.272045122246,,,2.90545790436458,10.5228518248302,154.047164339466,31.5039178284977,,bdl,,,46.3307797322784,943.594514857053,39.2270187782315,222.990228504199,14.6006749417871,1.66816321815705,,,,,,,2.279546491807,,,,0.112825023165807,258.068725682468,36.1409065231315,85.0878710756624,11.3972552573337,47.6669211363062,12.2902810425186,4.1012113372085,11.8453086105254,1.60866231020409,9.12722757198853,,3.87932659476587,0.480369123925854,2.84254058867026,0.353487750615615,,1.08029525899917,,,,,,,,,5.7354220741779,,4.17813241890158,1.0983787768001,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,690.0,Clark-2014-PNAS_690(b),ARTEFACT,,TONGA,TONGATAPU,TALASIU,AREA 1,-21.174099,-175.114695,<10,,,Clark-2014-PNAS,T4WR-CLARK,HAMMERSTONE,NA,,G CLARK,EXCAVATION,,,,Clark-2014-PNAS,TALASIU,,,,0-10 CM,,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,0.845413590409599,,,,,,,,,,,,9116.66357101446,17.2976861306133,3179.60107668309,25.3555401129632,15.8131639003303,304.374718484858,,,5.75093509884282,4.68184704667131,39.4688202145585,12.0271279606076,1.94614078428288,2.15237859184299,,,1.7143757196136,65.0481656900148,51.580838796265,201.055470773031,2.14753897280524,2.12043155647343,,,,0.254258115907147,< 0.5,0.109735270650987,3.15381845953623,3.81826469182899,,,0.0953713999220533,20.0583259378775,5.58858580699451,16.7895020937551,2.82413590085268,15.7985016059517,4.77939745991834,1.22171527257774,7.23322202279203,1.18263379854538,8.97111351438563,1.85939345335227,6.21957734973393,0.836325972887478,6.2410171711715,0.964465240337192,6.98086114968992,0.0694133692990254,,,,,,,,,0.608084166552267,< 0.1,0.405892119175426,0.423732367638346,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,692.0,Clark-2014-PNAS_692(b),ARTEFACT,,TONGA,TONGATAPU,LAPAHA,J20,-21.179897,-175.112419,<10,,See table S2 in Clark-2014-PNAS,Clark-2014-PNAS,T15WR-CLARK,ADZE FLAKE,NA,,G CLARK,EXCAVATION,,,,Clark-2014-PNAS,LAPAHA,,,,"TP4, 20CM",,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,0.529772761018852,,,,,,,,,,,,41517.8637991012,30.6826647771413,4453.64212810441,164.095053409185,< 35,1254.78027757653,,,11.7704460205933,38.6631389195276,66.9009470169377,13.6389065778195,3.18537085737607,0.51921910369597,,,4.71061687804639,133.392725957733,20.015457276486,54.4872665388425,0.539292155763294,0.903235924433882,,,,0.245043863985884,< 0.2,0.0737633733915542,0.489661045092863,2.56048716905943,,,0.197023632548322,46.2287451194178,1.86743914404954,5.24977378100309,0.943584842829037,4.56120110970267,1.68961933376608,0.798627392850632,2.46938862269146,0.451761054385575,3.17223351217215,0.770021992082937,2.18435764537473,0.356744788594201,2.66268493990327,0.332349445379914,2.88509321303817,0.0211850608135834,,,,,,,,,1.37502574492307,< 0.03,0.135339017552531,0.0874342124223725,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,694.0,Clark-2014-PNAS_694(b),ARTEFACT,,TONGA,TONGATAPU,TALASIU,AREA 1,-21.174099,-175.114695,<10,,,Clark-2014-PNAS,T16WR-CLARK,ADZE FLAKE,NA,,G CLARK,EXCAVATION,,,,Clark-2014-PNAS,TALASIU,,,,CREMATION ZONE,,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,0.570673991008025,,,,,,,,,,,,44077.4597283741,45.0399154147003,7828.28553890526,417.65152400331,< 25,1932.03634672789,,,19.384351282848,141.844588706746,76.04530325619,13.5124417281852,3.19554396132687,0.314602408222516,,,22.1320683323596,127.48059683848,23.3091762795432,39.1052858483274,0.518665908199055,0.901186835125859,,,,0.245523522420588,< 0.2,0.12265135525358,0.506238087470648,2.71652400797919,,,0.12669908654137,189.236655730337,1.79101800466245,4.92349911186926,0.950949813673143,5.34156907900386,2.25181253844815,0.814445706214193,3.33790436229521,0.528261473591891,4.2698465422871,0.911564750354936,2.86950574540006,0.401452364959697,2.58965359389539,0.449350483826741,3.84263607706862,0.0257209851800155,,,,,,,,,1.90858353421536,0.0524960714396764,0.11398161386592,0.0999546430057744,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,695.0,Clark-2014-PNAS_695(b),ARTEFACT,,TONGA,TONGATAPU,TO6,TUFU MAHINA,-21.162438,-175.228952,<10,,,Clark-2014-PNAS,TO6-20WR,ADZE,NA,,POULSEN,EXCAVATION,,,,Poulsen-1987-Tonga,TO6,,,,"HORIZON IB, LAYER 8 (BOTTOM SPIT)",,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,51571.7069880256,17.817984925697,10545.8505243666,42.7847274358315,bdl,1208.9840517644,,,0.311868232626597,1.4890137076958,56.375609378329,22.8082134671099,,bdl,,,32.9430552791863,444.646628940451,51.7455041510618,136.404924862299,34.2709289185475,1.23027778399112,,,,,,,5.10830579720641,,,,0.0388983949596794,499.420154005686,40.3926492646586,83.8231499082265,10.7294982630074,43.7376133652985,10.4454338170557,3.34029804016477,10.5480090120735,1.57749603378022,9.9847897828091,,5.61855439525163,0.766220755641014,4.92325160943138,0.728581711640609,,2.12648186050778,,,,,,,,,2.82821802985133,,3.73554593021093,0.513998153178915,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,696.0,Clark-2014-PNAS_696(b),ARTEFACT,,TONGA,TONGATAPU,TO6,TUFU MAHINA,-21.162438,-175.228952,<10,,,Clark-2014-PNAS,TO6-170WR-POULSEN-CR-REPEAT,ADZE,NA,,POULSEN,EXCAVATION,,,,Poulsen-1987-Tonga,TO6,,,,"HORIZON I UPPER, LAYER 6",,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,62710.054769822,31.3382269079594,14263.889715187,134.594299128462,bdl,1297.90628736904,,,0.592570279396309,8.64927265277866,97.3737277508309,20.3342427317045,,bdl,,,31.6259661891289,395.476318901379,38.335378826939,121.880672571698,27.5096346453186,1.38425558330599,,,,,,,2.65430509225749,,,,0.264336190900783,380.01146238231,26.7998301212429,55.6692651776611,7.20551791874203,29.5235472155303,7.24985038278615,2.5401830856759,7.53891733192775,1.19789832145361,7.40839395616476,,4.20377499364315,0.613836954259862,4.01344109436656,0.599596245649404,,1.70302432616385,,,,,,,,,2.56477924347478,,2.89199878956401,0.584108850933931,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,697.0,Clark-2014-PNAS_697(b),ARTEFACT,,TONGA,TONGATAPU,TO6,TUFU MAHINA,-21.162438,-175.228952,<10,,,Clark-2014-PNAS,TO6-1514-POULSEN-CR-REPEAT,ADZE,NA,,POULSEN,EXCAVATION,,,,Poulsen-1987-Tonga,TO6,,,,"HORIZON IT, LAYER 6",,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,68798.0478014774,23.3250907850527,18671.6149699553,285.682815491645,808.111380118603,2319.52766105056,,,426.665747530052,80.8108372883419,164.06456315087,16.736867472309,,bdl,,,31.0501985429806,531.362555087048,26.5499199178449,193.059791732299,49.7169251668891,2.65056303386423,,,,,,,3.45557218680116,,,,0.330659158047808,323.222406810512,37.4512718481035,71.0343683815773,8.41694491377906,30.8438453404289,6.62403294597819,2.04157499770821,5.98372867751983,0.850830438380736,5.22316363368154,,2.73266409415505,0.389816050336983,2.56329184982544,0.368754822990987,,3.26818829490189,,,,,,,,,3.25928700965447,,4.74564716625866,1.22055309761552,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,698.0,Clark-2014-PNAS_698(b),ARTEFACT,,TONGA,TONGATAPU,TO7,,-21.18,-175.2,,,,Clark-2014-PNAS,TO7-69-POULSEN-CR-REPEAT,ADZE,NA,,J POULSEN,SURVEY,,,,Clark-2014-PNAS,TO7,,,,SURFACE,,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,48960.2445113491,13.4892635879051,18013.7868046578,86.5501226155262,bdl,1505.70488540115,,,0.515315236534261,1.73097980647334,232.972758168192,34.4825134846075,,bdl,,,66.9640822413725,772.047871969532,59.0782508342625,504.645887698527,50.5542466837238,2.65169601536113,,,,,,,8.20774234050631,,,,0.413435995500915,403.203707767459,57.4703083760327,132.979236747252,17.8354269812356,75.4064759438372,18.6722766952075,5.73124142704221,17.975575796333,2.4396163427346,13.5283164621543,,5.67767346398477,0.709315327536949,4.27711083923935,0.570590546319634,,3.36945484241765,,,,,,,,,5.30112765468484,,6.39572234083635,1.82236505586797,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,701.0,Clark-2014-PNAS_701(b),ARTEFACT,,TONGA,TONGATAPU,TO6,TUFU MAHINA,-21.162438,-175.228952,<10,,,Clark-2014-PNAS,NO.4-POULSEN-CR-REPEAT,ADZE,NA,,POULSEN,SURVEY,,,,Poulsen-1987-Tonga,TO6,,,,SURFACE,,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,56873.855259794,14.7104721731291,32877.7062300127,159.637123097117,bdl,1338.6587129664,,,0.663711223000325,11.0913413624984,219.756570218404,33.7513411124551,,bdl,,,45.1022829943307,851.082921562562,44.6821342731881,510.972496343091,77.8267324325937,2.64781888233158,,,,,,,6.77875557326784,,,,0.183235078197702,367.919584708751,49.8560321385453,110.242601528179,14.4478648210933,59.6802159091387,14.2224554761228,4.75514178113315,13.6183406883396,1.85195621389817,10.1190401463688,,4.38284874359831,0.51976931904636,3.41638824120443,0.416387600316137,,5.31078928096665,,,,,,,,,4.16790814041976,,4.93400519950709,1.44266778068703,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,702.0,Clark-2014-PNAS_702(b),ARTEFACT,,TONGA,TONGATAPU,LAPAHA ,"J17, TP NEAREST SW CNR",-21.179897,-175.112419,<10,,,Clark-2014-PNAS,T300-CLARK,COBBLE (KILIKILI),NA,,G CLARK,EXCAVATION,,,,Clark-2014-PNAS,LAPAHA,,,,NA,,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,58050.4266295007,45.5835895009324,4797.26089506801,370.709914616017,7.9908581595008,1520.00218323792,,,14.8375499158658,70.8467836821721,114.92922686219,12.7945263864264,,2.90069066523002,,,6.97483839351616,181.32749156897,18.1144424944468,31.0114861905942,0.300046197558346,1.05995575586505,,,,,,,0.244393943709818,,,,0.238078145164508,142.3343005501,2.07414485560467,5.56064871924025,0.926317119978787,5.28879478185517,1.90663889418559,0.622426523305904,2.45309276832327,0.422517769350008,3.16522193763503,0.682380842830223,2.06773752374711,0.309291062095684,2.21510615647101,0.318718993257523,0.996797770411956,0.0153775964581459,,,,,,,,,2.64531272405009,,0.194050621971841,0.160366363063521,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,703.0,Clark-2014-PNAS_703(b),ARTEFACT,,TONGA,TONGATAPU,TALASIU,,-21.174099,-175.114695,<10,,,Clark-2014-PNAS,T301-CLARK,GRINDSTONE,NA,,G CLARK,EXCAVATION,,,,Clark-2014-PNAS,TALASIU,,,,"BG AREA 2, 12 CM",,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,35188.4313714718,30.4695847402455,3389.93029494505,99.2310581642365,1.09337188386256,1146.68768897085,,,1.83581436395264,134.642301855564,109.814643357375,10.5437972788784,,2.28541779508971,,,7.45625513230871,163.210024294185,27.8356248162389,69.0718191552184,0.482229520830211,1.14589193068565,,,,,,,-2.47480826696693,,,,0.140212609851953,165.199420007181,3.5586310514071,9.27058402256099,1.55172865613682,8.57827431443841,2.99523418548666,0.751991579512458,3.74324697357312,0.664458168140637,4.8302527911541,1.04642214503585,3.2164549887718,0.493370136822988,3.42255638463818,0.515651368808543,2.15730071117278,0.0516447127093741,,,,,,,,,3.09549972942165,,0.426526440866326,0.272149333537842,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,705.0,Clark-2014-PNAS_705(b),ARTEFACT,,TONGA,TONGATAPU,TALASIU,,-21.174099,-175.114695,<10,,,Clark-2014-PNAS,T303-CLARK,NATURAL PEBBLE,NA,,G CLARK,EXCAVATION,,,,Clark-2014-PNAS,TALASIU,,,,"BG2+3, AREA 2, 15 CM",,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,73208.8935064975,51.3809657493455,3161.90558457511,284.751156338156,16.2496795525465,1522.56533120875,,,21.2979492642829,64.7651683658708,105.905871710626,12.7913453194175,,1.7246757734046,,,3.86255511752073,188.277105263336,16.4023852199834,60.0941714795667,0.406915690287649,0.795866007935666,,,,,,,1.05995698573825,,,,0.150909130172903,85.4253469014467,2.13787934411612,5.17402732021381,0.880303259341933,4.98539090749768,1.65910216326995,0.527283686973178,2.19177546203502,0.387153780384054,2.82954619074193,0.639567265970874,1.90432949980092,0.291039036762027,2.04086633186211,0.313495752561566,1.79653726396313,0.0655736101346542,,,,,,,,,2.51515216954838,,0.320681901617418,0.188636412716128,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,706.0,Clark-2014-PNAS_706(b),ARTEFACT,,TONGA,TONGATAPU,LAPAHA,J17,-21.179897,-175.112419,<10,,,Clark-2014-PNAS,T304-CLARK,ADZE FLAKE,NA,,G CLARK,SURVEY,,,,Clark-2014-PNAS,LAPAHA,,,,"TP2, SURFACE",,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,67329.0016671425,23.6465684088597,21775.4755279192,182.861401553543,0.495586763059935,1707.24582866361,,,4.35914071181289,70.393548385656,256.693715233901,29.9476001106218,,1.15097497216777,,,36.8352447155976,718.600806436905,57.6296607329695,433.891268066759,52.6940211335155,2.11281785312695,,,,,,,1.47664627360715,,,,0.255884593988089,312.017380416306,46.3626473850355,105.792602889937,14.4124721910287,67.4807119007323,16.7892658506019,4.67672080079416,15.4238737482939,2.19372997770816,12.9661679641395,2.29284733032015,5.74071523903712,0.753494160162554,4.50275973294455,0.593692714114656,10.9635928807545,3.46405033363322,,,,,,,,,3.80590405998884,,5.02666573960791,1.11658731922075,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,707.0,Clark-2014-PNAS_707(b),ARTEFACT,,TONGA,TONGATAPU,HEKETA,MK1,-21.137001,-175.043398,<10,,,Clark-2014-PNAS,T305-CLARK,ADZE FLAKE,NA,,G CLARK,EXCAVATION,,,,Clark-2014-PNAS,HEKETA,,,,"TP2, SPIT 4, 65-70 CM",,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,77477.5616024834,31.683653633901,31178.6116599059,290.141460570694,126.05435391757,1602.73524400508,,,123.786818524122,84.1049491387874,248.192055791912,26.2415686896266,,1.13273699881774,,,27.0042851401499,567.605336896204,50.0094624045829,377.647712799653,41.4958977000929,1.53367848429553,,,,,,,-3.57652173421069,,,,0.146874451621044,203.768976038459,35.7239894258624,84.8573586102496,11.8839468574782,56.5543941083979,14.3163939159039,3.72185013897257,13.4093797585248,1.93771206349167,11.4098258206664,2.00264603157676,4.97827088652381,0.636971305977581,3.79090689868211,0.490612203309593,9.35873698750232,2.76227038838174,,,,,,,,,3.47654403731777,,4.01766043802688,1.02863651030037,,,,,,,,,,,,,,,,,,,,,,,
Clark-2014-PNAS,708.0,Clark-2014-PNAS_708(b),ARTEFACT,,TONGA,TONGATAPU,HEKETA,SOUTH QUARRY,-21.138032,-175.043729,<10,,,Clark-2014-PNAS,T306-CLARK,ADZE,NA,,G CLARK,SURVEY,,,,Clark-2014-PNAS,HEKETA,,,,SURFACE,,Whole rock,Core sample,Core samples were diamond cut and diamond polished,,,Clark-2014-PNAS_C,,,,,,,,,,,,,,,,,,,,,,,,,,,207892.010928574,35.2862946153403,5363.82750289323,222.748376025291,11.6908912264364,2655.69663657006,,,12.875516417155,139.436210973112,154.97227904811,16.3322915638422,,4.20153541003241,,,14.8757851818111,620.568819170721,32.3635718087312,133.707285870456,1.32736281615768,0.504922212437451,,,,,,,-6.74071153603997,,,,0.215951346242479,151.962165858579,5.45704391134322,9.71975258942094,1.82840101157639,9.96250365309279,3.38103681482155,1.08946677375927,4.20930344406991,0.746702271854615,5.42694277944791,1.19724824602957,3.67039608271839,0.555414433681196,3.80633667837463,0.578718535793694,3.69370018483089,0.14497093522483,,,,,,,,,5.10845338391044,,0.461227020976518,0.408501489946992,,,,,,,,,,,,,,,,,,,,,,,
